name,price,lng,lat,rate_score
许家坞,51916,116.98334503173828,29.2464542388916,49.325
香墅,46026,120.09585571289062,30.297250747680664,28.005
九莲新村,36708,120.13758850097656,30.28458595275879,179.67
枫华府第,51347,120.13417053222656,30.28781318664551,195.23
花园南村,60296,120.14089965820312,30.28909111022949,174.195
天苑花园,28661,120.12906646728516,30.28374481201172,62.041
启真名苑,57478,120.15169525146484,30.27867126464844,123.51
西湖明珠公寓,36685,120.13004302978516,30.28422737121582,158.849
花园西村,59092,120.13663482666016,30.288433074951172,147.57
华远大厦,33473,120.13253784179688,30.28272247314453,65.109
花园北村,56186,120.13886260986328,30.28976058959961,175.169
景城花园,47324,120.13386535644531,30.28494071960449,158.647
华门世家,33133,120.13665008544922,30.28256607055664,130.015
华星公寓,40469,120.12953186035156,30.28511619567871,61.248
黄姑山路小区,40842,120.14030456542969,30.28134155273437,149.099
康新花园,28090,120.12744140625,30.281837463378906,173.47
中融城市花园,45949,120.13508605957031,30.278160095214844,178.775
花园新村,66313,120.14411926269531,30.286434173583984,150.827
教师公寓,89570,120.12986755371094,30.28742980957031,136.596
教工路65号院,39537,120.1419906616211,30.286117553710934,142.605
教工路52号,64739,120.14320373535156,30.28207778930664,146.0
曲荷巷小区,37159,120.1364517211914,30.28113174438477,105.026
塘苗路28号,36750,120.12775421142578,30.280527114868164,145.2
伟星大厦,33429,120.14205169677734,30.283483505249023,109.566
文三路小区,60482,120.15208435058594,30.28357124328613,50.935
伟星公寓,46730,120.14055633544922,30.2834415435791,151.415
欣园居,54093,120.1433334350586,30.283092498779297,173.64
学院路59号,47685,120.1359634399414,30.289295196533203,148.315
影业路小区,57206,120.14078521728516,30.28637504577637,195.865
中兴文都苑,44987,120.131591796875,30.281856536865234,48.33
西湖花园别墅,49786,120.11073303222656,30.18520164489746,29.503
杭大新村,51534,120.1494369506836,30.27546501159668,84.87
白乐人家,33831,120.11480712890624,30.25033187866211,68.465
白乐桥,71333,120.11412048339844,30.25117111206055,30.695
常安度假别墅,40440,120.0725555419922,30.17770576477051,30.886
九里松花苑,56696,120.12462615966795,30.251300811767575,49.025
梅家坞,67703,120.09547424316406,30.21101951599121,48.64
庆丰公寓,59689,120.13016510009766,30.27684783935547,34.79
三台云舍,55005,120.13977813720705,30.233606338500977,27.4
天竺路小区,67673,120.11244201660156,30.245851516723636,26.975
天竺路别墅,56404,120.11244201660156,30.245851516723636,26.815
五云山庄,35188,120.11823272705078,30.19253921508789,21.755
下满觉陇,10387,120.14152526855469,30.223167419433594,22.195
铂悦城,26658,,,0.0
和家园,42906,120.06817626953124,30.23964881896973,115.895
翰墨香林苑,21027,120.02392578125,30.216691970825195,28.67
和家园(南区),43708,,,27.5
复地黄龙和山,39867,120.07125854492188,30.248231887817386,92.98
浪漫和山,21189,120.01994323730469,30.218454360961914,36.262
留下西苑,30280,120.05992889404295,30.247568130493164,125.485
浪漫和山别墅,26126,120.0312728881836,30.209962844848636,28.09
西溪明珠,54932,120.06559753417969,30.25812721252441,64.066
滨江西溪明珠,53100,120.06646728515624,30.2543888092041,31.6
西溪十九府公寓,22583,120.03663635253906,30.21782493591309,57.103
西溪晴雪,41917,120.06290435791016,30.250398635864254,103.36
屏峰新村,31733,120.0557098388672,30.2296142578125,36.604
茶市新村,30258,120.06341552734376,30.246427536010746,112.2
九月森林别墅,32255,120.02865600585938,30.21459007263184,52.655
留下街13号小区,28275,,,0.0
西溪梅园,29986,120.06622314453124,30.24761009216309,104.624
坤和求是里,42542,120.07386016845705,30.24648284912109,109.115
留下街石油小区,33292,120.0557861328125,30.24958229064941,122.786
九月森林,41543,120.05004119873048,30.227914810180664,52.38
留庄,34486,120.0744400024414,30.26051521301269,114.71
五常乡白庙村,31621,120.04872131347656,30.26741600036621,48.183
西溪名园别墅,36204,120.08028411865234,30.26420783996582,34.071
西溪佳苑,21351,120.0745086669922,30.24913215637207,117.337
西溪壹树公寓,23351,120.06219482421876,30.25183486938477,156.89
云山秀水,24379,120.01461029052734,30.21478271484375,34.496
安乐新村,32618,120.06493377685548,30.24765968322754,88.845
东木坞村,18505,120.06452178955078,30.24896049499512,151.535
黄龙和山公寓,40719,120.0709228515625,30.247663497924805,47.625
海陆UN公社,29791,120.04681396484376,30.22418785095215,37.085
花坞新村,19355,120.08338928222656,30.26162338256836,127.123
坤和和家园别墅,54655,120.06501770019531,30.24736022949219,77.23
留和家苑,28296,120.06108856201172,30.24301338195801,92.973
留庄别墅,44203,120.07891082763672,30.26193809509277,30.735
留下大街小区,36751,120.05926513671876,30.245046615600586,100.78
苗圃宿舍,19350,120.09647369384766,30.26512718200684,89.355
石油地质勘探小区,30592,120.06648254394531,30.248157501220703,104.525
小和山林野山居,25880,120.03522491455078,30.21968650817871,28.45
西溪君逸汇,22460,120.06342315673828,30.245805740356445,139.786
西苑新村,37185,120.0589370727539,30.24754905700684,110.72
都市阳光嘉苑,26611,120.0743637084961,30.34306526184082,100.513
金地自在城林溪里,37130,120.07501983642578,30.33709526062012,0.0
金地自在城,38428,120.08529663085938,30.343669891357425,100.455
中国铁建西湖国际城,29297,120.07412719726562,30.3388729095459,23.5
协安紫郡,35281,120.07937622070312,30.33140754699707,97.93
中海紫藤苑,34398,120.07471466064452,30.33009910583496,155.26
龙湖水晶郦城,28624,120.07234954833984,30.34960556030273,115.005
都市水乡水秀苑,27814,120.09925842285156,30.32990455627441,116.43
紫金名门,35015,120.09198760986328,30.32415771484375,150.165
金地自在城鹭影轩,36920,120.07137298583984,30.33390235900879,35.956
景溪北苑,27344,120.0732879638672,30.354999542236328,37.5
中兴墩莳家园,26828,120.07866668701172,30.338054656982425,60.494
白马尊邸,34253,120.08724212646484,30.340560913085934,173.046
宝嘉誉府,34819,120.08984375,30.31975555419922,37.874
新星小区,29179,120.09342193603516,30.32841682434082,143.221
亲亲家园三期,27552,120.09026336669922,30.34134292602539,163.465
杭州金地广场,24520,120.0894775390625,30.34538269042969,138.835
国风美域,36735,120.1001968383789,30.32370376586914,35.78
润达花园,28200,120.09727478027344,30.33207893371582,156.74
丰盛九玺公寓,11169,,,49.86
铭雅苑,27191,120.0922622680664,30.344520568847656,146.077
港湾家园,43678,120.09252166748048,30.316631317138672,61.398
金地自在城悦活轩,34698,120.07601165771484,30.336278915405273,34.324
爱尚里,18503,120.0857925415039,30.32093620300293,94.552
金地自在城求学里,37122,120.07789611816406,30.33966827392578,32.834
乾成园,28102,120.0799331665039,30.31872367858887,68.205
金地自在城栖霞居,37480,120.0736083984375,30.33578681945801,8.136
都市水乡,29915,120.0971450805664,30.33822631835937,165.68
新世纪花苑,27670,120.09707641601562,30.330585479736328,105.215
三墩颐景园,37815,120.08851623535156,30.338153839111328,169.092
兰韵天城,35520,120.0923080444336,30.33606719970703,135.72
红杉雅园公寓,19588,120.09940338134766,30.33456611633301,55.314
紫金文苑,42032,120.10662078857422,30.30221176147461,148.94
西港发展中心,12905,120.07310485839844,30.31786346435547,109.896
天虹公寓,29312,120.09855651855469,30.32003593444824,213.421
裕华大厦,9830,120.08451080322266,30.3213005065918,117.803
中海金溪园,37987,120.0894775390625,30.343425750732425,147.095
杭州香港城公寓,11892,120.1083755493164,30.28141212463379,47.675
华彩国际公寓,9893,120.07632446289062,30.32732391357422,147.527
桔子里,12524,120.09083557128906,30.33786773681641,53.809
万家花城,47094,120.12000274658205,30.31014633178711,211.957
中梁申花百悦公馆,32738,,,6.272
欣盛东方福邸,52030,120.11882781982422,30.31289482116699,102.862
招商九龙仓学院北麓,43223,120.10830688476562,30.32594108581543,71.455
中天西城纪公寓,27928,120.11771392822266,30.29979515075684,151.12
融信学院府,46583,120.1127700805664,30.32212829589844,171.67
政苑小区,43805,120.11083221435548,30.302438735961914,182.453
圣苑,57118,120.10157775878906,30.30892944335937,114.01
西城年华,47889,120.1080322265625,30.315658569335934,259.588
滨江锦绣之城,58882,120.13514709472656,30.309511184692386,53.508
资辉壹方汇,30598,120.12630462646484,30.315786361694336,52.422
碧桂园西江月,47238,120.11837005615234,30.31606674194336,136.07
协安上郡,47089,120.10813903808594,30.31213569641113,138.69
龙申剑桥公社,10629,120.10061645507812,30.31170654296875,81.855
赛丽绿城慧园,54286,120.1121826171875,30.31257057189941,34.525
上尚庭,50588,120.11872863769531,30.306079864501953,57.355
尚景国际,56332,120.12503814697266,30.312366485595703,59.27
西城美墅,52968,120.10713958740234,30.31757164001465,129.866
融信蓝孔雀,49337,120.11239624023438,30.326616287231445,36.488
芳满庭,45048,120.11273193359376,30.30267143249512,146.738
绅华府,50337,120.12112426757812,30.305805206298828,27.69
金地申花里,35515,120.11170959472656,30.329030990600586,97.91
丽阳苑,45362,120.10549926757812,30.310312271118164,87.94
景瑞悦西台,48405,120.1106414794922,30.31478500366211,172.529
未来印,18353,120.0008316040039,30.27577018737793,0.0
橡树园,44985,120.11426544189452,30.3078556060791,151.62
三江花园道壹号,46275,120.11116790771484,30.324016571044922,55.91
同人精华公寓,22769,120.10565948486328,30.30778694152832,70.189
同人广场,13204,120.10554504394531,30.30565071105957,77.749
保利香槟国际,50936,120.11701202392578,30.31430053710937,146.864
冠苑小区,58158,120.10420989990234,30.302303314208984,27.99
景瑞申花壹号院,48939,120.11217498779295,30.31448173522949,158.453
天阳武林邸,57158,120.12882232666016,30.31448173522949,134.855
五洲国际公寓,24778,120.10417938232422,30.30060577392578,124.904
城西银泰城公寓,19526,120.11419677734376,30.30598258972168,30.624
瑞博国际公寓,13127,120.10304260253906,30.308635711669922,114.848
方家花苑,32448,120.11603546142578,30.309711456298828,100.395
新城金镶玉,49100,120.11038970947266,30.324005126953125,133.942
和苑小区,42135,120.11119079589844,30.30577087402344,92.235
申瑞国际,19585,120.11012268066406,30.313756942749023,63.299
文三新村,57690,120.15176391601562,30.283185958862305,183.55
石灰桥新村,51348,120.1529769897461,30.291593551635746,202.99
融信杭州公馆,57579,120.13683319091795,30.29861259460449,57.317
邮电新村,61551,120.15514373779295,30.286407470703125,209.478
白荡海人家,49577,120.14932250976562,30.29511070251465,179.642
沈塘新村,58889,120.15534210205078,30.285499572753906,155.44
金都城市芯宇,53209,120.14395141601562,30.294816970825195,139.165
银马公寓,57348,120.14395904541016,30.293855667114254,149.062
御西湖,69005,120.13722229003906,30.29167175292969,141.49
建工新村,48855,120.15420532226562,30.2885799407959,174.593
兰庭国际,53675,120.14604949951172,30.28975486755371,156.298
武林门新村,57793,120.1564712524414,30.282716751098636,161.183
西溪河东,67500,120.14718627929688,30.286643981933594,155.037
华海园,49592,120.14757537841795,30.296497344970703,184.964
溪畔花园,49879,120.14517974853516,30.29572486877441,219.454
马塍路小区,70373,120.15481567382812,30.28158950805664,191.619
恒升花苑,51475,120.14983367919922,30.283172607421875,158.58
文萃苑,52378,120.13777923583984,30.2938232421875,165.76
武林花园,54783,120.15572357177734,30.279306411743164,213.127
中豪晴园,57026,120.13961029052734,30.293880462646484,187.533
郡枫华庭,48648,120.14653778076172,30.296321868896484,51.27
今日嘉园,57068,120.1394500732422,30.29567146301269,169.585
兴财名都苑,51285,120.14998626708984,30.29245567321777,246.414
窑背巷,55110,120.15338897705078,30.279088973999023,70.744
师苑新村,61634,120.14400482177734,30.28805351257324,33.404
日晖新村,77035,120.15428924560548,30.28940010070801,186.284
文欣苑,55544,120.14328002929688,30.288414001464844,211.755
文天公寓,54930,120.15391540527344,30.27776908874512,132.408
混堂巷,56114,120.1579132080078,30.280426025390625,139.534
华门自由21世纪公寓,39101,120.14161682128906,30.298429489135746,204.57
武林巷小区,67110,120.1530990600586,30.280845642089844,146.855
浙大宿舍,51946,120.1477508544922,30.29442596435547,165.741
保俶北路小区,62000,120.14701080322266,30.287363052368164,141.669
翠锦苑,39286,120.1325454711914,30.29904556274414,125.066
锦绣文苑,53252,120.1580047607422,30.27998352050781,164.55
西溪河下,52399,120.14801788330078,30.29760360717773,162.607
白荡海社区,49981,120.149169921875,30.29794311523437,173.833
德雅花园,34749,120.1416473388672,30.29698181152344,142.636
教工路95号,66323,120.14187622070312,30.28789138793945,169.584
松溪公寓,67772,120.15364837646484,30.277198791503906,177.0
世纪新城,47462,120.11962890625,30.289533615112305,47.058
雅仕苑,45119,120.1115951538086,30.29150199890137,309.981
星洲花园,53957,120.101318359375,30.297128677368164,144.698
金成花园,46635,120.1125717163086,30.289798736572266,51.275
嘉绿名苑,44765,120.12086486816406,30.286376953125,27.735
南都花园,40371,120.11036682128906,30.295000076293945,188.113
新金都城市花园,50465,120.10367584228516,30.291431427001953,213.015
高教新村,49682,120.10294342041016,30.29288101196289,145.903
物华小区,34259,120.1162567138672,30.29778289794922,35.913
恩济花苑,40268,120.11353302001952,30.28842544555664,227.445
嘉绿北苑,42923,120.1242904663086,30.28750228881836,255.945
桂花城,54039,120.10252380371094,30.287660598754886,178.631
湖畔花园,45214,120.10794830322266,30.294330596923828,160.895
紫桂花园,51086,120.11005401611328,30.28903770446777,214.286
东海名仕家园,48072,120.10845184326172,30.292516708374023,55.365
湖畔莲花港家园,40699,120.11583709716795,30.29672241210937,185.652
林语别墅,68718,120.09699249267578,30.2887020111084,154.322
嘉南公寓,53570,120.10037231445312,30.29306983947754,161.952
南都德迦,41876,120.10980987548828,30.287227630615234,194.402
府新花园,47187,120.0986785888672,30.28672981262207,141.009
嘉绿苑北区,44772,120.12300872802734,30.28443145751953,127.162
兰桂花园,48781,120.10684967041016,30.28914451599121,202.805
南都德迦西区,45724,120.1096420288086,30.28640174865723,157.462
紫林公寓,52382,120.09880828857422,30.29377746582031,148.549
天湖公寓,35184,120.11271667480469,30.294322967529297,163.278
文溪鼎园,47996,120.11164855957031,30.295787811279297,141.578
嘉绿福苑,38109,120.12069702148438,30.28762435913086,140.247
金都花园,37881,120.10496520996094,30.282270431518555,274.647
嘉绿苑南区,44816,120.12347412109376,30.28411865234375,63.978
申悦国际公寓,21011,120.10308074951172,30.307876586914066,142.719
春天花园,40100,120.10662841796876,30.294004440307614,246.949
天河西苑,38039,120.1113739013672,30.29708671569824,146.958
阳光地带,48856,120.09781646728516,30.293214797973636,119.749
皇朝城市花园排屋,47477,120.1017608642578,30.28022766113281,72.302
拱苑小区,28007,120.11457061767578,30.30384826660156,59.099
嘉绿景苑西园,37150,120.10718536376952,30.28205299377441,53.565
南都德迦东区,46491,120.11337280273438,30.28701019287109,183.75
湖畔花园别墅,49302,120.1094207763672,30.29355239868164,133.231
文二路36号,65540,120.15208435058594,30.28986358642578,93.405
元茂大厦,37669,120.12493133544922,30.28838539123535,90.302
香樟公寓,43207,120.11347198486328,30.286121368408203,158.093
金都新城,38269,120.11418151855469,30.283893585205078,191.025
黄龙金茂悦,48054,120.12118530273438,30.302400588989254,144.24
紫金公寓,38594,120.10819244384766,30.28445625305176,222.92
康乐新村,37036,120.1084976196289,30.28287506103516,249.529
金田花园,35140,120.10518646240234,30.28422737121582,154.747
沁雅花园,37761,120.11300659179688,30.28097152709961,198.48
中兴公寓,39512,120.10797882080078,30.28562355041504,196.775
嘉绿景苑,39777,120.10487365722656,30.277629852294922,155.166
府苑新村,44347,120.10059356689452,30.27276992797852,157.402
西荡苑,43303,120.10940551757812,30.277101516723636,60.283
丹桂公寓,44465,120.11468505859376,30.28089141845703,229.965
莲花新村西区,42946,120.11277770996094,30.278461456298828,61.958
紫金庭园,40637,120.10089111328124,30.27737617492676,63.534
黄龙公寓,32570,120.11930847167969,30.279460906982425,266.946
桂花城别墅,105528,120.10166931152344,30.28894424438477,80.975
西房秋水苑,44089,120.11592864990234,30.27985763549805,155.253
科技新村,38561,120.107421875,30.287004470825195,271.038
文苑小区,35280,120.11792755126952,30.296916961669922,26.225
西鉴枫景,47477,120.11255645751952,30.27559471130371,106.225
颐景园文新,43009,120.10466003417969,30.286237716674805,201.765
丹枫新村,42785,120.10655975341795,30.283239364624023,137.78
银桂花园,55503,120.10002136230469,30.28133583068848,160.34
城市心境,46412,120.10853576660156,30.273178100585934,132.152
桂花园,53766,120.1047592163086,30.28164291381836,108.539
香港城,40024,120.10833740234376,30.281362533569336,157.703
新安嘉苑,38300,120.11090087890624,30.274980545043945,133.197
皇朝城市花园,30786,120.10166931152344,30.280235290527344,132.35
美都新村,40918,120.11032104492188,30.28573226928711,132.747
金欣公寓,39969,120.10721588134766,30.281230926513672,127.044
省规划局宿舍,36320,120.10681915283205,30.281307220458984,129.202
阳光花园,41381,120.1020736694336,30.28135108947754,58.166
华星路97号院,45433,120.12865447998048,30.28541374206543,133.401
莲花新村东区,37968,120.11314392089844,30.27856063842773,135.63
骆家庄东苑,19485,120.10665893554688,30.291492462158203,138.046
明月公寓,33956,120.11053466796876,30.282472610473636,139.829
世纪西溪别墅,55907,120.09976196289062,30.282167434692386,51.998
云桂花园,49036,120.1047134399414,30.281604766845703,108.501
月桂花园,46743,120.11077117919922,30.28160095214844,101.288
筑品金座,36959,120.11256408691406,30.274736404418945,134.833
文鼎苑,63210,120.10147094726562,30.302040100097656,104.395
浙港国际酒店式公寓,27723,120.10292053222656,30.315507888793945,109.148
西溪诚园致诚苑,65865,120.08513641357422,30.298511505126953,125.64
禹洲滨之江,22010,120.12018585205078,30.15545082092285,49.155
浙大新村,63122,120.1327896118164,30.26697540283203,138.43
东日晴好,29324,120.09686279296876,30.14228630065918,63.825
荷花池头,53878,120.16609191894531,30.247373580932614,150.523
弥陀寺路小区,60372,120.156005859375,30.27175331115723,147.545
西湖公馆公寓,23558,120.10565185546876,30.172704696655273,55.17
西溪天堂·悦居公寓,34410,120.09821319580078,30.27455711364746,33.675
云栖蝶谷,53043,120.10896301269531,30.18261528015137,66.202
青芝坞,61574,120.12616729736328,30.26452827453613,130.586
马也美上,19807,120.08722686767578,30.152671813964844,106.94
鼎园九礼,35624,120.07058715820312,30.24609375,112.322
恒大商业中心,40118,120.11390686035156,30.165267944335934,125.038
嘉和花园,22363,120.04353332519531,30.22532844543457,31.046
金沙曲苑,34050,120.13384246826172,30.25431251525879,58.658
绿野春天叠翠谷,22082,120.01264190673828,30.201032638549805,20.0
双峰村,84633,120.12799835205078,30.24064636230469,78.97
四眼井,39181,120.14230346679688,30.221790313720703,73.025
西湖墅,0,120.10627746582031,30.17286872863769,25.468
融创河滨之城,57790,120.0683364868164,30.303794860839844,124.883
西溪蝶园,49497,120.06999969482422,30.29472541809082,122.545
西溪里,47246,120.06536102294922,30.297229766845703,112.8
万科西庐,54237,120.06359100341795,30.298480987548828,116.33
泰禾中央广场公寓,31339,116.32867431640624,39.72039031982422,25.14
西溪华府,44486,120.06079864501952,30.295795440673828,117.355
龙湖西溪天街,32750,120.07356262207031,30.29820251464844,27.5
西溪九号公寓,23739,120.06486511230469,30.284704208374023,53.07
